Fx, Fy, Fz, Mx, My, Mz
-14.7527,-10.934,4.95382,7.21659,-12.39,-4.34519
-16.7781,-8.47792,15.6831,5.61956,-18.5502,-3.31689
-14.7841,-3.94497,25.4477,2.73213,-21.5808,-1.39237
-10.4118,1.3769,31.8884,-0.671043,-21.4797,0.939667
-5.27891,8.19738,36.0745,-5.03623,-20.1892,3.89216
1.37107,15.5621,37.6435,-9.71089,-16.8449,7.10733
9.56714,21.9535,32.0977,-13.8478,-9.09492,9.85752
14.3823,25.233,26.1286,-15.9745,-3.36966,11.2618
20.7357,26.1109,19.1301,-16.675,4.23633,11.6183
22.8348,24.292,13.7413,-15.5629,8.45908,10.84
22.5045,22.3921,10.8808,-14.4334,9.90586,9.96517
22.1519,20.5695,5.6323,-13.354,12.1371,9.15173
25.3749,20.2498,4.79141,-13.2704,15.0709,8.93844
22.4125,18.6849,6.5136,-12.1517,11.8786,8.3283
19.8828,17.7476,9.37489,-11.3753,8.60473,8.01739
13.9974,17.3598,15.4043,-10.9128,1.57504,7.96591
9.43869,17.0341,21.2648,-10.5838,-4.0862,7.8367
4.00539,14.9465,26.5412,-9.16578,-9.91404,6.96525
-1.9847,11.1903,30.0871,-6.70465,-15.4774,5.41191
-7.98915,6.81678,31.5127,-3.86131,-20.1259,3.56148
-13.9026,1.70128,31.555,-0.567415,-23.9589,1.3534
-20.0337,-4.38643,29.7411,3.25967,-27.2223,-1.25625
-21.3931,-10.6178,25.1096,7.04382,-25.8689,-4.03302
-20.1409,-16.3489,20.0185,10.5308,-22.4553,-6.56797
-17.1621,-20.7159,16.2134,13.232,-18.6606,-8.58007
-14.1928,-23.0988,14.7819,14.7849,-16.0626,-9.7383
-7.06605,-24.5161,13.276,15.7809,-10.601,-10.6441
-0.384233,-22.5205,12.0443,14.6305,-5.52478,-9.92259
4.92342,-16.6219,10.0286,10.6929,-1.17802,-7.41984
8.32537,-5.62918,8.55563,3.3564,1.31641,-2.49159
11.1529,9.67226,7.8446,-6.70504,3.31177,4.28617
10.6028,21.5889,8.15562,-14.339,2.67896,9.55526
9.25452,28.9044,9.28577,-18.8632,1.29891,12.8289
5.60887,31.0689,11.721,-20.0793,-2.23451,13.9645
0.161112,28.9473,15.8221,-18.7797,-7.80231,13.1565
-3.61812,21.1219,19.0705,-13.7314,-11.9831,9.78139
-3.97483,10.0991,20.6086,-6.46952,-12.9708,4.74477
-3.08273,2.35178,19.9524,-1.38074,-11.9506,1.06929
-2.16776,-4.02298,19.534,2.87598,-11.0144,-1.76522
-0.489176,-12.6624,17.5518,8.31668,-8.89532,-5.54553
1.50548,-16.133,15.4883,10.3087,-6.56479,-7.17168
3.84448,-15.2673,13.5704,9.66936,-4.07969,-6.81944
6.46316,-9.40916,11.6776,5.90359,-1.35522,-4.21534
9.25663,3.44906,9.47688,-2.57635,1.67161,1.48301
10.3385,15.5881,8.33572,-10.5313,2.9838,6.77454
11.0147,25.1228,7.80016,-16.6164,3.55631,10.951
11.9956,30.4412,6.9292,-19.8768,4.52379,13.3148
14.075,31.5269,6.39827,-20.6171,6.12528,13.8894
16.9369,28.096,5.32121,-18.3773,8.52763,12.6327
18.7229,19.9712,4.37015,-12.9352,10.1138,9.21709
20.6698,12.0314,2.79297,-7.64001,11.9989,5.70925
21.3055,4.79425,2.43515,-2.76873,12.4784,2.50244
20.2202,-4.41659,2.47952,3.2587,11.655,-1.54163
19.1488,-8.90105,2.6554,6.03152,10.8032,-3.53073
18.4768,-14.4309,3.12558,9.3694,10.049,-6.11914
17.2839,-18.3006,2.80392,11.8621,9.33983,-8.07299
13.9324,-19.7907,2.27893,12.8054,7.3016,-9.05356
