Fx, Fy, Fz, Mx, My, Mz
-0.585776,-0.980189,3.39714,-0.835968,-1.04965,-0.299712
-0.884196,-1.11313,3.05382,-0.78187,-0.915618,-0.374174
-1.34438,-1.37733,2.32081,-0.657991,-0.63635,-0.525302
-1.5365,-1.4232,2.17361,-0.659322,-0.557774,-0.571615
-1.48805,-1.48462,1.89569,-0.624208,-0.446819,-0.606319
-0.879645,-1.50201,1.61599,-0.609556,-0.261317,-0.575101
-0.734443,-1.16451,1.66655,-0.580934,-0.338882,-0.417317
-0.29858,-0.736212,1.78818,-0.490942,-0.421685,-0.190884
-0.107404,-0.0430531,1.66963,-0.39619,-0.343096,0.152262
0.452049,0.479849,1.64135,-0.336729,-0.180524,0.473416
0.547898,0.78435,0.506632,-0.382367,0.374383,0.629661
0.309749,0.827149,-0.249981,-0.539767,0.676081,0.600063
0.266187,0.473279,-0.618464,-0.453735,0.809641,0.443944
0.440703,0.513063,-0.731031,-0.427412,0.80583,0.461213
0.926346,0.351109,-0.693706,-0.409346,0.700605,0.411372
1.77914,0.171176,-1.12399,-0.349144,1.00489,0.380631
2.04842,0.180111,-1.46722,-0.307914,1.16563,0.404282
2.05756,0.321043,-2.17239,-0.266246,1.35987,0.463416
2.40082,0.59122,-3.18313,-0.25069,1.81329,0.608379
3.78655,0.515623,-3.47396,-0.105132,2.2721,0.724999
4.46357,0.249582,-3.02409,-0.0227387,2.25568,0.659074
4.53945,-0.274293,-2.57593,0.189531,2.1001,0.421764
3.37316,-0.499092,-2.33894,0.295646,1.75463,0.232744
2.27982,-0.777359,-2.08349,0.36253,1.32781,0.0272628
0.52199,-0.982114,-1.15783,0.287571,0.480451,-0.246723
0.194859,-1.08231,-0.768035,0.246205,0.239188,-0.333153
0.148706,-1.31188,-0.122809,0.246307,-0.0561612,-0.43696
0.188519,-0.755499,0.70992,0.139068,-0.472764,-0.177097
0.523123,-0.498107,0.983638,0.154514,-0.471002,-0.0337786
0.46571,-0.445718,0.828329,0.195553,-0.39818,-0.00900609
0.0211254,-0.293932,0.434658,0.216039,-0.327202,0.0273135
-0.583287,-0.462804,0.0798696,0.231781,-0.260835,-0.0992144
-0.796238,-0.50278,-0.309447,0.280741,-0.0766664,-0.131536
-0.635657,-0.684049,0.0575441,0.298918,-0.211035,-0.198546
