Fx, Fy, Fz, Mx, My, Mz
-2.44514,0.333817,0.773051,-0.727424,-1.43823,0.131001
-2.32639,0.636583,0.743195,-0.688141,-1.36496,0.172068
-2.24203,0.638921,0.758892,-0.656894,-1.30515,0.08472
-2.42232,0.22655,0.639811,-0.500974,-1.21479,-0.159384
-2.60988,0.0715816,0.234707,-0.349884,-1.02995,-0.237136
-2.46811,-0.168761,-0.236067,-0.241288,-0.710933,-0.296471
-2.32598,-0.290896,-0.191722,-0.232659,-0.624039,-0.308061
-2.15908,-0.302176,0.0538195,-0.231574,-0.633067,-0.28627
-2.12976,-0.334248,0.311097,-0.24196,-0.716355,-0.297346
-2.0294,-0.65793,0.556939,-0.167542,-0.76004,-0.414017
-2.74298,-1.01107,0.421347,-0.0833836,-0.931156,-0.638545
-3.68288,-1.55359,0.255097,0.0700873,-1.17727,-0.939043
-3.96652,-1.7608,0.42251,0.124751,-1.35475,-1.01315
-4.08051,-1.49577,1.07842,0.00891648,-1.6623,-0.877426
-3.95753,-1.35061,1.42748,-0.077313,-1.748,-0.78373
-4.22556,-1.42323,2.19064,-0.271506,-2.0956,-0.821498
-4.67518,-1.61756,2.62389,-0.359657,-2.36635,-0.950407
-5.43263,-1.6615,3.11097,-0.415542,-2.82189,-1.03972
-5.80218,-1.625,3.17534,-0.367639,-2.96885,-1.08117
-5.67592,-1.67929,3.26346,-0.217836,-3.0083,-1.06609
-5.7238,-1.02904,4.09952,-0.27742,-3.40105,-0.702458
-5.96566,-0.840124,5.07362,-0.126845,-3.89606,-0.518872
-6.24907,-0.303298,5.67258,-0.0612218,-4.28351,-0.29013
-6.57127,0.0132087,5.50226,-0.0319113,-4.29984,-0.18113
-6.30253,0.80458,6.26008,-0.253834,-4.5341,0.117236
-4.93983,0.528305,5.41131,-0.0286677,-3.75098,0.103682
-5.12469,1.72075,4.85209,-0.329292,-3.69383,0.558684
-3.35534,2.0097,2.60703,-0.266487,-2.20711,0.744599
-3.42593,2.573,1.55257,-0.275655,-1.75638,0.994588
-1.96644,2.83859,0.216422,-0.0631772,-0.698936,1.28216
-1.21246,2.48521,0.741533,0.105299,-0.716101,1.19506
-0.551257,1.25245,0.213222,0.537218,-0.42739,0.676041
0.329891,0.513336,-0.664687,0.845358,0.0503196,0.385867
0.422068,-0.333638,-1.22617,1.09351,0.362254,-0.0181549
0.469817,-0.624888,-0.743881,1.12758,0.199114,-0.171989
-0.0282782,-1.42492,-0.138848,1.20873,-0.187803,-0.603758
-0.512872,-1.69426,0.148386,1.20529,-0.308438,-0.747919
-0.9203,-1.29013,1.14697,1.00222,-0.742103,-0.582415
-0.92217,-0.622715,1.44159,0.849837,-0.842951,-0.245484
-0.615278,0.220381,1.76139,0.686156,-0.870392,0.205729
-0.189048,-0.0753803,2.31452,0.765337,-0.923571,0.174777
-0.717675,-0.4437,2.89375,0.804209,-1.22866,-0.00669048
-1.28501,-0.795816,3.20412,0.859602,-1.42523,-0.215411
-1.0817,-0.511148,4.11033,0.759463,-1.69942,-0.0823583
-0.983708,-0.247915,4.66553,0.714038,-1.87246,0.0508437
-1.33855,-0.593588,5.14269,0.725162,-2.25709,-0.131513
-0.771531,-1.04586,3.09736,0.833041,-1.44233,-0.360687
-0.744237,-1.15317,-1.00701,1.06841,0.212916,-0.447515
0.162458,-1.13706,-2.76079,1.18137,1.1723,-0.362668
1.31378,-0.921234,-4.13872,1.23473,1.9842,-0.131658
2.79725,-0.895746,-4.29121,1.23118,2.46065,0.00253517
4.14807,-0.840397,-3.68952,1.18197,2.53227,0.120556
5.67278,-1.03005,-2.975,1.16655,2.59727,0.16711
5.52306,-0.909719,-2.69975,1.09142,2.42161,0.20191
5.02735,-0.756634,-4.33117,1.14533,2.96042,0.207731
4.75207,-0.774345,-4.09187,1.1436,2.80396,0.166147
4.42196,-0.653388,-4.0116,1.09694,2.71156,0.201662
3.36471,-0.403283,-3.12839,0.951547,2.14702,0.268104
1.26363,0.260597,0.11751,0.534218,0.231214,0.413383
0.818182,-0.118457,1.72777,0.495263,-0.577886,0.200145
-0.711478,-0.312654,1.81201,0.471384,-0.950549,-0.012052
-2.18087,-0.304425,2.04643,0.410734,-1.33426,-0.116691
-3.05166,-0.101456,2.13731,0.328187,-1.64725,-0.104059
-2.57359,-0.169879,2.11221,0.386447,-1.53119,-0.0946488
-2.37811,0.0568705,1.97104,0.39561,-1.3773,0.0240913
-2.11463,0.187124,2.11423,0.372756,-1.38615,0.0964991
-2.7204,-0.0425046,2.70987,0.369581,-1.84331,-0.0618471
-3.46356,-0.23764,3.02006,0.372221,-2.16239,-0.207583
-3.79787,0.0500199,2.78833,0.3275,-2.14059,-0.102919
-3.33246,0.408469,3.62051,0.225067,-2.38939,0.0922712
-2.59522,0.30842,2.97199,0.3413,-1.88828,0.0716243
-2.48635,0.325682,2.38734,0.394969,-1.60032,0.068437
-2.2777,0.414951,2.05715,0.371241,-1.37751,0.126808
-2.4163,0.309235,1.98528,0.416995,-1.32255,0.0693034
-2.75908,0.236177,2.20975,0.409666,-1.45946,0.0101518
-2.82432,0.289293,2.57248,0.37441,-1.65445,0.033504
-2.30078,0.395619,2.67551,0.367352,-1.65083,0.126313
-1.62806,0.291591,1.96981,0.40358,-1.35827,0.120691
